,age,c_charge_degree,score_text,sex,priors_count,African-American,Asian,Caucasian,Hispanic,Native American,Other
579,21,0,1,1,0,0,1,0,0,0,0
580,48,0,1,1,3,0,0,1,0,0,0
581,31,0,1,1,5,1,0,0,0,0,0
582,36,1,1,1,4,1,0,0,0,0,0
583,44,0,0,1,14,1,0,0,0,0,0
584,53,0,1,1,2,0,0,1,0,0,0
585,33,1,1,1,3,1,0,0,0,0,0
586,47,0,1,1,2,0,0,1,0,0,0
587,57,0,1,1,20,1,0,0,0,0,0
588,28,1,1,1,2,1,0,0,0,0,0
589,24,1,1,1,1,1,0,0,0,0,0
590,44,0,1,1,1,1,0,0,0,0,0
591,46,0,1,1,0,1,0,0,0,0,0
592,37,0,1,1,6,1,0,0,0,0,0
593,26,1,1,1,10,1,0,0,0,0,0
594,27,0,0,1,10,1,0,0,0,0,0
595,40,0,1,1,1,0,0,1,0,0,0
596,60,0,1,0,9,0,0,1,0,0,0
597,53,0,1,1,1,0,0,1,0,0,0
598,28,0,1,1,0,1,0,0,0,0,0
599,23,1,1,1,0,0,0,0,1,0,0
600,46,0,0,0,2,0,0,1,0,0,0
601,23,0,1,1,0,1,0,0,0,0,0
602,50,0,0,1,18,1,0,0,0,0,0
603,45,1,1,1,0,1,0,0,0,0,0
604,22,0,1,1,1,1,0,0,0,0,0
605,26,0,1,1,1,0,0,1,0,0,0
606,62,0,1,1,0,0,0,1,0,0,0
607,34,1,1,1,0,0,0,1,0,0,0
608,24,0,0,1,1,0,0,0,1,0,0
609,21,1,1,1,0,0,0,1,0,0,0
610,25,0,1,1,0,0,0,1,0,0,0
611,68,1,1,1,0,0,0,1,0,0,0
612,21,0,1,1,1,0,0,1,0,0,0
613,37,0,1,0,1,0,0,0,1,0,0
614,22,0,0,1,0,1,0,0,0,0,0
615,42,0,1,1,1,0,0,1,0,0,0
616,22,0,1,1,1,0,0,1,0,0,0
617,45,0,1,1,0,1,0,0,0,0,0
618,36,0,0,0,4,1,0,0,0,0,0
619,48,0,1,1,2,1,0,0,0,0,0
620,23,0,0,1,6,1,0,0,0,0,0
621,24,0,0,1,0,1,0,0,0,0,0
622,29,0,1,1,0,1,0,0,0,0,0
623,24,0,1,1,0,1,0,0,0,0,0
624,50,0,0,1,11,1,0,0,0,0,0
625,34,0,1,1,10,1,0,0,0,0,0
626,23,0,1,1,0,1,0,0,0,0,0
627,22,1,1,0,0,0,0,1,0,0,0
628,36,0,1,1,0,0,0,0,0,0,1
629,30,0,1,1,22,0,0,1,0,0,0
630,21,0,0,1,0,1,0,0,0,0,0
631,53,0,1,0,0,0,0,1,0,0,0
632,25,1,1,1,7,1,0,0,0,0,0
633,25,1,0,0,1,1,0,0,0,0,0
634,71,0,1,1,8,1,0,0,0,0,0
635,39,1,0,1,10,1,0,0,0,0,0
636,37,0,1,0,0,1,0,0,0,0,0
637,20,0,1,1,0,1,0,0,0,0,0
638,29,0,1,0,3,1,0,0,0,0,0
639,22,0,1,1,2,1,0,0,0,0,0
640,26,0,1,1,4,1,0,0,0,0,0
641,47,0,0,0,19,1,0,0,0,0,0
642,21,0,1,1,1,0,0,0,0,0,1
643,23,1,0,0,0,0,0,0,0,0,1
644,20,0,0,0,1,0,0,1,0,0,0
645,23,0,1,0,0,1,0,0,0,0,0
646,27,1,1,1,3,0,0,0,0,1,0
647,53,0,1,0,0,1,0,0,0,0,0
648,23,0,1,0,0,1,0,0,0,0,0
649,26,0,1,1,5,1,0,0,0,0,0
650,25,0,1,1,6,1,0,0,0,0,0
651,23,1,1,1,2,0,0,0,0,0,1
652,27,0,0,1,4,1,0,0,0,0,0
653,29,1,1,1,1,1,0,0,0,0,0
654,27,0,1,1,1,0,0,0,0,0,1
655,28,0,1,1,0,0,0,0,1,0,0
656,31,1,1,1,0,1,0,0,0,0,0
657,41,0,1,1,8,1,0,0,0,0,0
658,25,1,1,1,0,0,0,1,0,0,0
659,47,1,1,1,0,0,0,1,0,0,0
660,37,0,1,1,4,1,0,0,0,0,0
661,35,0,1,0,4,1,0,0,0,0,0
662,24,1,1,1,1,0,0,1,0,0,0
663,21,0,0,1,2,0,0,1,0,0,0
664,22,0,1,1,0,0,0,1,0,0,0
665,57,0,1,1,11,1,0,0,0,0,0
666,48,0,1,1,0,0,0,1,0,0,0
667,36,0,1,1,0,0,0,0,0,0,1
668,37,0,1,0,3,1,0,0,0,0,0
669,31,1,1,1,0,0,0,1,0,0,0
670,22,0,0,1,1,1,0,0,0,0,0
671,31,1,1,1,2,0,0,1,0,0,0
672,24,0,1,1,0,1,0,0,0,0,0
673,32,0,0,1,22,1,0,0,0,0,0
674,23,1,1,0,0,0,0,0,0,0,1
675,63,1,1,1,0,1,0,0,0,0,0
676,30,0,1,1,0,0,0,0,0,0,1
677,20,0,1,1,0,0,0,1,0,0,0
678,24,1,1,0,1,1,0,0,0,0,0
679,36,1,1,0,1,1,0,0,0,0,0
680,83,1,1,1,0,0,0,0,1,0,0
681,28,0,1,1,2,0,0,1,0,0,0
682,36,0,1,1,3,1,0,0,0,0,0
683,33,1,1,0,0,1,0,0,0,0,0
684,39,0,1,1,0,1,0,0,0,0,0
685,29,1,1,1,3,0,0,0,0,0,1
686,30,0,0,1,17,1,0,0,0,0,0
687,24,0,1,1,1,1,0,0,0,0,0
688,35,0,1,1,7,1,0,0,0,0,0
689,24,0,1,1,0,1,0,0,0,0,0
690,26,0,1,1,8,0,0,1,0,0,0
691,28,0,1,1,14,1,0,0,0,0,0
692,32,1,1,1,0,1,0,0,0,0,0
693,32,1,1,0,1,0,0,1,0,0,0
694,33,1,0,1,5,1,0,0,0,0,0
695,29,0,0,1,16,1,0,0,0,0,0
696,34,1,1,1,1,0,0,1,0,0,0
697,37,1,1,0,0,0,0,0,0,0,1
698,43,1,1,1,0,0,0,1,0,0,0
699,47,0,1,1,2,0,0,1,0,0,0
700,25,1,1,1,3,1,0,0,0,0,0
701,23,0,1,0,1,1,0,0,0,0,0
702,39,1,1,1,2,0,0,1,0,0,0
703,35,0,0,1,13,1,0,0,0,0,0
704,33,0,1,1,0,0,0,0,0,0,1
705,21,0,1,1,0,0,0,0,0,0,1
706,43,0,0,1,20,1,0,0,0,0,0
707,25,0,0,1,3,1,0,0,0,0,0
708,48,0,0,1,25,1,0,0,0,0,0
709,22,1,1,1,1,1,0,0,0,0,0
710,52,1,0,1,9,1,0,0,0,0,0
711,26,0,1,1,5,0,0,1,0,0,0
712,67,1,1,1,4,1,0,0,0,0,0
713,34,1,1,1,4,1,0,0,0,0,0
714,56,1,1,1,4,0,0,1,0,0,0
715,28,0,1,1,1,1,0,0,0,0,0
716,29,1,1,1,2,1,0,0,0,0,0
717,37,0,1,1,6,1,0,0,0,0,0
718,43,0,1,1,3,0,0,0,0,0,1
719,51,0,1,1,0,0,0,1,0,0,0
720,20,1,1,1,1,1,0,0,0,0,0
721,26,1,1,1,4,0,0,1,0,0,0
722,39,1,1,0,1,0,0,1,0,0,0
723,21,0,0,1,1,1,0,0,0,0,0
724,21,0,0,1,1,1,0,0,0,0,0
725,24,0,1,1,3,0,0,1,0,0,0
726,26,1,0,1,4,1,0,0,0,0,0
727,48,0,1,1,1,0,0,1,0,0,0
728,24,0,1,1,5,1,0,0,0,0,0
729,26,0,1,1,0,0,0,1,0,0,0
730,46,0,1,1,0,0,0,1,0,0,0
731,24,1,0,1,7,1,0,0,0,0,0
732,21,1,1,0,0,0,0,1,0,0,0
733,24,0,1,1,1,1,0,0,0,0,0
734,36,1,0,1,9,1,0,0,0,0,0
735,30,0,1,1,5,1,0,0,0,0,0
736,22,0,1,0,1,0,0,1,0,0,0
737,25,0,0,1,0,1,0,0,0,0,0
738,31,1,0,1,25,1,0,0,0,0,0
739,24,0,1,1,0,1,0,0,0,0,0
740,39,0,0,1,13,1,0,0,0,0,0
741,46,0,1,1,0,0,0,0,0,0,1
742,30,0,1,0,4,1,0,0,0,0,0
743,40,0,1,1,0,0,0,1,0,0,0
744,52,0,1,0,0,1,0,0,0,0,0
745,23,0,0,1,3,1,0,0,0,0,0
746,26,1,1,0,1,1,0,0,0,0,0
747,22,0,0,1,1,0,0,1,0,0,0
748,42,0,1,1,3,0,0,1,0,0,0
749,23,0,0,1,6,1,0,0,0,0,0
750,33,0,1,1,4,0,0,0,0,0,1
751,28,0,1,1,1,1,0,0,0,0,0
752,50,0,1,1,1,0,0,1,0,0,0
753,32,0,1,1,1,1,0,0,0,0,0
754,24,0,1,1,3,0,0,0,1,0,0
755,51,0,1,1,3,1,0,0,0,0,0
756,19,1,1,1,1,0,0,1,0,0,0
757,32,0,1,1,4,1,0,0,0,0,0
758,31,0,1,0,1,0,0,1,0,0,0
759,29,0,1,0,1,1,0,0,0,0,0
760,43,1,1,1,0,0,0,0,1,0,0
761,26,0,1,1,9,1,0,0,0,0,0
762,27,0,0,1,0,0,0,1,0,0,0
763,52,0,1,1,1,0,0,1,0,0,0
764,27,1,1,1,1,0,0,0,1,0,0
765,57,1,1,0,1,0,0,0,1,0,0
766,28,1,1,1,3,1,0,0,0,0,0
767,32,0,1,1,3,1,0,0,0,0,0
768,27,1,1,1,5,1,0,0,0,0,0
769,45,1,1,1,0,0,0,0,1,0,0
770,42,1,1,0,0,0,0,1,0,0,0
771,33,0,1,1,0,1,0,0,0,0,0
772,28,1,1,0,3,0,0,1,0,0,0
773,53,1,1,0,0,0,0,1,0,0,0
774,24,0,1,1,0,0,0,1,0,0,0
775,28,0,1,1,1,0,0,0,1,0,0
776,28,0,1,1,1,0,0,0,1,0,0
777,39,1,1,1,6,1,0,0,0,0,0
778,22,0,1,1,1,1,0,0,0,0,0
779,46,0,1,1,2,1,0,0,0,0,0
780,25,1,1,1,0,1,0,0,0,0,0
781,52,0,1,1,1,0,0,1,0,0,0
782,28,1,1,1,4,1,0,0,0,0,0
783,57,0,1,0,1,0,0,1,0,0,0
784,49,0,1,1,3,1,0,0,0,0,0
785,21,0,0,1,2,1,0,0,0,0,0
786,32,0,0,1,19,1,0,0,0,0,0
787,63,1,0,1,3,1,0,0,0,0,0
788,29,0,1,1,2,0,0,1,0,0,0
789,46,1,1,1,0,1,0,0,0,0,0
790,28,1,1,1,10,1,0,0,0,0,0
791,27,0,1,1,1,1,0,0,0,0,0
792,69,1,1,0,0,0,0,0,1,0,0
793,47,1,1,1,0,0,0,0,1,0,0
794,45,0,1,1,1,0,0,0,1,0,0
795,33,1,1,0,1,0,0,1,0,0,0
796,27,1,1,0,0,0,0,0,1,0,0
797,32,0,0,1,14,1,0,0,0,0,0
798,24,0,1,1,2,1,0,0,0,0,0
799,26,0,0,1,5,1,0,0,0,0,0
800,47,1,1,1,0,0,0,0,1,0,0
801,25,0,1,1,1,0,0,1,0,0,0
802,21,0,0,1,1,1,0,0,0,0,0
803,25,1,1,1,2,1,0,0,0,0,0
804,22,0,1,1,6,1,0,0,0,0,0
805,26,0,1,0,0,0,0,1,0,0,0
806,20,0,1,1,0,0,0,1,0,0,0
807,30,1,1,1,1,1,0,0,0,0,0
808,45,0,1,1,0,1,0,0,0,0,0
809,33,0,1,1,7,1,0,0,0,0,0
810,35,0,1,1,2,0,0,1,0,0,0
811,41,0,1,1,5,0,0,1,0,0,0
812,23,1,1,1,0,0,0,1,0,0,0
813,21,1,1,0,0,0,0,1,0,0,0
814,54,0,1,1,0,1,0,0,0,0,0
815,27,0,1,1,10,1,0,0,0,0,0
816,22,1,1,1,0,0,0,1,0,0,0
817,21,1,1,0,0,0,0,0,1,0,0
818,23,0,1,1,2,1,0,0,0,0,0
819,30,1,1,1,1,0,0,0,1,0,0
820,36,1,0,1,5,1,0,0,0,0,0
821,29,0,1,1,10,1,0,0,0,0,0
822,54,1,1,1,4,1,0,0,0,0,0
823,22,1,1,1,2,0,0,1,0,0,0
824,26,1,1,1,0,1,0,0,0,0,0
825,20,0,1,0,0,1,0,0,0,0,0
826,52,1,1,1,6,1,0,0,0,0,0
827,29,0,1,1,0,1,0,0,0,0,0
828,23,1,1,0,6,1,0,0,0,0,0
829,35,1,1,1,1,1,0,0,0,0,0
830,32,0,0,1,8,0,0,1,0,0,0
831,21,1,1,1,1,1,0,0,0,0,0
832,25,0,1,1,0,0,0,0,1,0,0
833,30,1,1,1,4,1,0,0,0,0,0
834,30,0,1,0,3,1,0,0,0,0,0
835,23,0,1,1,2,1,0,0,0,0,0
836,32,0,1,1,8,0,0,1,0,0,0
837,29,0,0,1,6,1,0,0,0,0,0
838,42,1,1,1,0,0,0,1,0,0,0
839,21,0,0,1,0,1,0,0,0,0,0
840,22,1,1,0,0,1,0,0,0,0,0
841,45,0,1,1,2,0,0,0,1,0,0
842,29,1,1,1,0,1,0,0,0,0,0
843,30,0,1,1,6,1,0,0,0,0,0
844,51,1,1,1,17,1,0,0,0,0,0
845,45,0,1,1,20,0,0,0,1,0,0
846,24,0,1,1,2,0,0,1,0,0,0
847,23,1,1,1,2,1,0,0,0,0,0
848,36,0,1,1,5,1,0,0,0,0,0
849,69,1,1,1,0,0,0,0,1,0,0
850,21,0,1,1,1,0,0,0,1,0,0
851,59,1,1,1,1,0,0,0,1,0,0
852,39,0,1,1,1,1,0,0,0,0,0
853,29,0,1,1,2,1,0,0,0,0,0
854,22,1,1,1,1,0,0,0,1,0,0
855,44,0,1,1,6,0,0,1,0,0,0
856,25,0,1,1,2,1,0,0,0,0,0
857,31,0,0,1,0,1,0,0,0,0,0
858,35,1,1,1,17,1,0,0,0,0,0
859,27,1,0,1,11,1,0,0,0,0,0
860,33,0,1,1,1,1,0,0,0,0,0
861,28,0,0,1,6,1,0,0,0,0,0
862,60,0,1,1,1,0,0,1,0,0,0
863,53,1,1,1,0,0,0,0,1,0,0
864,51,0,1,1,0,0,0,0,1,0,0
865,54,0,1,0,0,1,0,0,0,0,0
866,24,1,1,1,3,0,0,1,0,0,0
867,55,0,1,1,1,0,0,0,1,0,0
868,26,0,1,1,0,0,0,0,1,0,0
869,75,0,1,0,5,1,0,0,0,0,0
870,36,0,1,1,16,1,0,0,0,0,0
871,34,0,1,1,0,0,0,0,0,0,1
872,25,1,1,0,5,1,0,0,0,0,0
873,46,0,1,1,0,0,0,1,0,0,0
874,27,0,1,1,1,1,0,0,0,0,0
875,28,1,1,1,3,1,0,0,0,0,0
876,42,1,0,1,13,1,0,0,0,0,0
877,59,1,1,1,2,1,0,0,0,0,0
878,39,0,1,1,1,0,0,1,0,0,0
879,46,1,1,1,5,0,0,1,0,0,0
880,25,0,1,1,1,0,0,0,0,0,1
881,55,0,1,1,2,0,0,1,0,0,0
882,35,1,0,1,1,1,0,0,0,0,0
883,43,1,1,1,0,1,0,0,0,0,0
884,53,1,1,0,0,0,0,1,0,0,0
885,21,1,1,0,0,1,0,0,0,0,0
886,55,0,0,1,17,1,0,0,0,0,0
887,27,0,1,1,1,1,0,0,0,0,0
888,40,0,1,1,0,1,0,0,0,0,0
889,37,1,1,0,0,0,0,1,0,0,0
890,32,1,1,1,2,0,0,1,0,0,0
891,32,1,1,1,2,1,0,0,0,0,0
892,36,1,1,1,4,1,0,0,0,0,0
893,22,1,1,1,0,0,0,0,1,0,0
894,31,0,0,0,0,1,0,0,0,0,0
895,26,0,1,0,4,1,0,0,0,0,0
896,50,1,1,0,30,0,0,1,0,0,0
897,47,0,1,1,4,1,0,0,0,0,0
898,36,0,1,1,2,1,0,0,0,0,0
899,38,0,1,0,0,0,0,1,0,0,0
900,35,0,1,1,0,0,0,0,0,0,1
901,53,0,1,1,0,0,0,1,0,0,0
902,53,0,1,1,2,1,0,0,0,0,0
903,57,0,1,1,19,1,0,0,0,0,0
904,22,0,0,1,5,1,0,0,0,0,0
905,21,0,0,1,0,1,0,0,0,0,0
906,26,0,1,1,0,1,0,0,0,0,0
907,27,0,1,1,2,1,0,0,0,0,0
908,49,0,1,0,4,0,0,1,0,0,0
909,47,0,1,1,1,0,0,1,0,0,0
910,30,0,0,1,8,1,0,0,0,0,0
911,44,0,1,1,3,0,0,1,0,0,0
912,34,0,1,1,1,1,0,0,0,0,0
913,45,0,1,1,10,1,0,0,0,0,0
914,38,0,1,1,0,0,0,0,1,0,0
915,50,1,1,1,2,0,0,1,0,0,0
916,29,1,1,1,1,0,0,1,0,0,0
917,26,0,1,1,0,0,0,1,0,0,0
918,22,0,1,0,1,1,0,0,0,0,0
919,47,1,1,1,0,0,0,0,1,0,0
920,49,0,1,1,0,0,0,1,0,0,0
921,49,0,1,1,1,1,0,0,0,0,0
922,59,0,1,1,2,0,0,1,0,0,0
923,32,1,1,1,6,0,0,1,0,0,0
924,24,1,1,1,1,1,0,0,0,0,0
925,40,1,1,1,0,0,0,0,1,0,0
926,32,0,1,1,0,1,0,0,0,0,0
927,54,1,1,0,0,0,0,0,1,0,0
928,27,0,0,1,9,1,0,0,0,0,0
929,25,1,0,1,2,0,0,1,0,0,0
930,20,1,1,1,0,0,0,1,0,0,0
931,37,1,0,1,18,1,0,0,0,0,0
932,30,0,0,0,5,0,0,1,0,0,0
933,23,0,1,1,1,1,0,0,0,0,0
934,20,0,0,0,0,1,0,0,0,0,0
935,50,0,1,1,8,0,0,1,0,0,0
936,50,0,1,1,7,1,0,0,0,0,0
937,40,0,1,1,3,0,0,1,0,0,0
938,24,0,1,0,2,0,0,1,0,0,0
939,24,0,1,1,0,0,0,0,1,0,0
940,23,0,1,0,3,1,0,0,0,0,0
941,54,1,1,1,3,0,0,1,0,0,0
942,25,1,0,1,4,0,0,1,0,0,0
943,46,1,1,1,1,0,0,1,0,0,0
944,25,0,1,1,1,0,0,0,0,0,1
945,22,1,1,0,0,0,0,1,0,0,0
946,32,0,1,0,1,0,0,1,0,0,0
947,25,1,1,1,0,1,0,0,0,0,0
948,33,0,0,1,16,1,0,0,0,0,0
949,33,1,1,1,4,1,0,0,0,0,0
950,24,0,1,1,0,1,0,0,0,0,0
951,33,1,0,1,12,1,0,0,0,0,0
952,37,1,1,1,0,0,0,1,0,0,0
953,40,1,1,0,0,0,0,1,0,0,0
954,43,0,1,1,9,1,0,0,0,0,0
955,35,0,1,1,5,1,0,0,0,0,0
956,25,0,0,1,11,1,0,0,0,0,0
957,61,0,1,1,1,1,0,0,0,0,0
958,52,0,1,0,1,1,0,0,0,0,0
959,39,1,1,1,1,1,0,0,0,0,0
960,47,0,1,1,5,1,0,0,0,0,0
961,52,1,1,0,6,0,0,1,0,0,0
962,37,1,1,1,0,0,0,1,0,0,0
963,24,0,1,0,0,1,0,0,0,0,0
964,34,0,0,0,14,1,0,0,0,0,0
965,20,1,1,1,0,0,0,0,0,0,1
966,25,1,1,1,1,0,0,1,0,0,0
967,62,1,1,0,0,0,0,1,0,0,0
968,23,0,1,1,0,0,0,1,0,0,0
969,60,0,1,0,0,0,0,1,0,0,0
970,35,1,1,1,0,0,0,1,0,0,0
971,24,0,1,0,0,1,0,0,0,0,0
972,30,1,1,1,0,0,0,1,0,0,0
973,35,0,1,1,4,0,0,1,0,0,0
974,28,1,1,0,0,0,0,1,0,0,0
975,56,0,1,1,0,1,0,0,0,0,0
976,23,0,1,1,2,1,0,0,0,0,0
977,20,0,1,1,0,0,0,0,1,0,0
978,23,1,1,1,1,0,0,1,0,0,0
979,21,0,0,1,0,1,0,0,0,0,0
980,35,0,1,0,2,1,0,0,0,0,0
981,33,1,1,1,3,0,0,1,0,0,0
982,21,0,1,1,0,0,0,0,1,0,0
983,41,1,0,1,9,1,0,0,0,0,0
984,24,0,1,1,0,1,0,0,0,0,0
985,20,0,0,1,2,0,0,0,1,0,0
986,28,0,0,1,9,1,0,0,0,0,0
987,25,0,0,1,7,0,0,0,0,1,0
988,49,0,1,1,3,1,0,0,0,0,0
989,22,0,1,0,0,0,0,0,1,0,0
990,21,0,1,1,0,1,0,0,0,0,0
991,27,0,0,0,3,1,0,0,0,0,0
992,50,1,1,1,4,1,0,0,0,0,0
993,23,1,1,0,0,1,0,0,0,0,0
994,34,1,1,1,0,0,0,1,0,0,0
995,25,0,1,1,4,1,0,0,0,0,0
996,33,0,1,0,2,0,0,1,0,0,0
997,25,1,1,1,1,0,0,0,0,0,1
998,30,1,1,1,0,0,0,0,1,0,0
999,42,1,1,1,0,0,0,0,0,1,0
1000,29,0,0,0,11,0,0,1,0,0,0
1001,32,0,1,0,6,1,0,0,0,0,0
1002,24,0,1,1,5,0,0,0,0,0,1
1003,52,0,1,1,3,1,0,0,0,0,0
1004,26,1,1,0,3,0,0,1,0,0,0
1005,31,0,1,1,2,0,0,1,0,0,0
1006,38,0,1,1,0,0,0,0,1,0,0
1007,30,0,1,0,0,0,0,1,0,0,0
1008,20,1,0,1,0,1,0,0,0,0,0
1009,24,0,1,1,0,0,1,0,0,0,0
1010,31,0,1,1,0,0,0,1,0,0,0
1011,37,1,1,0,1,0,0,1,0,0,0
1012,43,1,1,1,0,0,0,0,1,0,0
1013,49,0,1,1,8,0,0,1,0,0,0
1014,33,0,1,0,1,1,0,0,0,0,0
1015,42,1,1,1,0,1,0,0,0,0,0
1016,44,0,1,1,0,0,0,1,0,0,0
1017,28,0,1,1,5,1,0,0,0,0,0
1018,32,0,1,1,4,1,0,0,0,0,0
1019,28,0,1,1,7,1,0,0,0,0,0
1020,38,0,1,1,0,0,0,1,0,0,0
1021,38,0,1,1,3,1,0,0,0,0,0
1022,34,1,1,0,0,1,0,0,0,0,0
1023,21,0,1,1,1,0,0,1,0,0,0
1024,36,0,0,1,1,1,0,0,0,0,0
1025,29,1,1,1,0,1,0,0,0,0,0
1026,34,0,1,1,3,1,0,0,0,0,0
1027,38,1,1,1,1,1,0,0,0,0,0
1028,36,0,1,1,0,0,0,1,0,0,0
1029,32,1,1,1,0,0,0,0,1,0,0
1030,23,1,0,1,0,1,0,0,0,0,0
1031,47,1,1,1,0,0,0,1,0,0,0
1032,20,0,1,1,0,1,0,0,0,0,0
1033,25,0,0,0,2,1,0,0,0,0,0
1034,35,1,1,1,0,1,0,0,0,0,0
1035,28,1,1,0,1,0,0,1,0,0,0
1036,24,1,1,1,2,1,0,0,0,0,0
1037,22,0,0,1,0,1,0,0,0,0,0
1038,20,0,0,1,8,0,0,0,0,0,1
1039,40,1,1,1,0,0,0,0,1,0,0
1040,27,0,1,1,1,0,0,0,0,0,1
1041,60,0,1,1,12,1,0,0,0,0,0
1042,33,1,1,1,6,1,0,0,0,0,0
1043,34,1,1,1,2,1,0,0,0,0,0
1044,24,1,0,1,4,0,0,1,0,0,0
1045,27,1,1,1,0,1,0,0,0,0,0
1046,29,0,0,1,4,1,0,0,0,0,0
1047,21,0,1,1,1,0,0,1,0,0,0
1048,32,1,1,1,0,0,0,0,1,0,0
1049,42,0,1,0,0,0,0,1,0,0,0
1050,32,0,1,1,1,1,0,0,0,0,0
1051,27,0,1,1,0,0,0,0,0,0,1
1052,30,1,1,1,3,0,0,1,0,0,0
1053,22,0,1,1,1,1,0,0,0,0,0
1054,20,1,0,1,0,0,0,1,0,0,0
1055,57,1,1,1,0,0,0,1,0,0,0
1056,51,0,1,1,3,0,0,1,0,0,0
1057,21,0,1,1,0,1,0,0,0,0,0
1058,22,0,1,1,0,1,0,0,0,0,0
1059,35,0,0,1,4,1,0,0,0,0,0
1060,58,0,1,1,2,0,0,1,0,0,0
1061,32,0,1,0,0,0,0,1,0,0,0
1062,30,1,1,1,9,0,0,1,0,0,0
1063,20,0,0,1,0,1,0,0,0,0,0
1064,40,1,1,1,0,0,0,0,0,0,1
1065,45,1,1,0,5,0,0,1,0,0,0
1066,31,0,1,1,4,1,0,0,0,0,0
1067,23,0,0,1,4,0,0,0,1,0,0
1068,26,1,1,1,0,0,0,0,1,0,0
1069,53,1,1,0,1,0,0,1,0,0,0
1070,44,1,1,1,0,0,0,1,0,0,0
1071,44,1,1,0,1,0,0,1,0,0,0
1072,21,0,1,1,0,0,0,1,0,0,0
1073,28,1,1,1,0,1,0,0,0,0,0
1074,28,1,1,1,2,0,0,1,0,0,0
1075,24,0,1,1,0,1,0,0,0,0,0
1076,28,0,1,1,0,1,0,0,0,0,0
1077,53,0,1,1,4,0,0,1,0,0,0
1078,47,0,1,1,1,0,0,0,1,0,0
1079,20,0,1,1,1,1,0,0,0,0,0
1080,21,1,1,1,0,1,0,0,0,0,0
1081,30,0,1,1,1,0,0,0,0,0,1
1082,37,1,1,1,1,0,0,1,0,0,0
1083,60,0,1,1,1,0,0,0,1,0,0
1084,26,1,1,1,1,0,0,0,1,0,0
1085,30,1,1,1,0,0,0,1,0,0,0
1086,26,0,0,1,2,0,0,1,0,0,0
1087,26,0,0,0,5,1,0,0,0,0,0
1088,21,0,1,1,0,0,0,0,1,0,0
1089,39,0,1,0,1,1,0,0,0,0,0
1090,30,0,1,1,0,0,0,0,0,0,1
1091,44,0,1,1,2,1,0,0,0,0,0
1092,45,1,1,1,0,0,0,1,0,0,0
1093,30,0,1,1,1,1,0,0,0,0,0
1094,38,0,1,1,2,0,1,0,0,0,0
1095,23,0,1,1,6,0,0,1,0,0,0
1096,46,1,1,1,0,0,1,0,0,0,0
1097,42,0,1,1,0,1,0,0,0,0,0
1098,54,1,1,1,4,0,0,1,0,0,0
1099,47,0,1,1,7,1,0,0,0,0,0
1100,26,0,1,1,0,0,0,1,0,0,0
1101,29,1,0,1,7,0,0,1,0,0,0
1102,51,0,1,1,7,0,0,1,0,0,0
1103,44,1,1,1,0,1,0,0,0,0,0
1104,49,1,1,1,12,0,0,1,0,0,0
1105,22,0,0,1,0,1,0,0,0,0,0
1106,32,1,1,1,4,1,0,0,0,0,0
1107,27,1,1,1,0,1,0,0,0,0,0
1108,30,1,1,1,0,0,0,1,0,0,0
1109,28,1,1,1,11,0,0,0,1,0,0
1110,45,1,1,1,0,0,0,0,0,0,1
1111,51,0,1,0,5,0,0,1,0,0,0
1112,27,0,1,1,4,1,0,0,0,0,0
1113,32,0,1,1,0,1,0,0,0,0,0
1114,43,0,1,1,2,1,0,0,0,0,0
1115,37,0,1,1,2,0,0,1,0,0,0
1116,26,0,1,1,0,1,0,0,0,0,0
1117,26,1,1,1,0,1,0,0,0,0,0
1118,32,0,1,1,4,0,0,0,0,0,1
1119,39,0,1,1,3,0,0,0,1,0,0
1120,58,0,1,0,4,1,0,0,0,0,0
1121,33,1,1,1,0,0,0,0,0,0,1
1122,22,1,1,0,1,0,0,1,0,0,0
1123,21,0,0,1,2,1,0,0,0,0,0
1124,31,0,1,1,0,0,0,1,0,0,0
1125,43,0,1,1,2,0,0,1,0,0,0
1126,23,1,1,1,0,1,0,0,0,0,0
1127,25,0,1,1,0,0,0,1,0,0,0
1128,22,0,0,1,6,1,0,0,0,0,0
1129,30,0,1,1,6,1,0,0,0,0,0
1130,25,0,0,1,15,1,0,0,0,0,0
1131,20,0,1,1,0,1,0,0,0,0,0
1132,39,0,1,1,0,0,0,0,1,0,0
1133,33,0,1,1,1,1,0,0,0,0,0
1134,59,0,1,1,1,1,0,0,0,0,0
1135,21,0,0,1,1,0,0,0,1,0,0
1136,53,0,1,1,8,1,0,0,0,0,0
1137,34,1,1,1,2,0,0,1,0,0,0
1138,36,0,1,1,6,0,0,1,0,0,0
1139,23,0,1,1,0,1,0,0,0,0,0
1140,32,1,0,1,2,1,0,0,0,0,0
1141,32,1,0,1,11,1,0,0,0,0,0
1142,66,1,1,1,0,0,0,0,0,0,1
1143,24,1,1,0,0,0,0,1,0,0,0
1144,30,0,0,1,7,1,0,0,0,0,0
1145,28,1,1,1,1,1,0,0,0,0,0
1146,43,0,1,1,4,0,0,1,0,0,0
1147,35,1,1,1,3,1,0,0,0,0,0
1148,19,0,0,1,2,1,0,0,0,0,0
1149,22,1,1,1,1,1,0,0,0,0,0
1150,29,0,1,1,0,1,0,0,0,0,0
1151,23,1,1,0,0,1,0,0,0,0,0
1152,33,1,1,0,0,0,0,1,0,0,0
